document,hunk,tag,old_lines,new_lines,category,old_excerpt,new_excerpt
supplement,32,replace,904-909,920-920,AFFECTED_EXPERIMENT_UPDATE,"\begin{figure*}[!t] | \centering | \includegraphics[width=0.91\textwidth]{figures/fig_vi_c_reputation_evolution_final.png} | \caption{Full hidden-calibration reputation trajectories on Dog and Weather at $\rho_m=0.7$, including the No-EG reputation-gap failure mode.} | \label{app:fig:reputation-full} | \end{f","For $K\in\{1,3,5,10,20,30\}$, Dog is exactly invariant at both ratios and Weather is effectively converged by $K=5$; the largest nondefault mean-loss change is 0.00238. The consistency-scale sweep is more influential. At $\rho_m=0.7$, Dog MacroF1 is 0.3603/0.3480/0.3280/0.3044/0.2740 for $\lambda_\t"
supplement,33,replace,911-912,922-922,AFFECTED_EXPERIMENT_UPDATE,"\subsection{Parameter Sensitivity Detail} | For $K\in\{1,3,5,10,20,30\}$, Dog is invariant and Weather is effectively converged by $K=5$; the largest nondefault mean-loss change is 0.00238, supporting $K=10$ as a conservative convergence setting. The consistency scale is more influential. Relative to ","For $\kappa\in\{1,2,4\}$ we retain the original update-family semantics. Dog changes only modestly around the frozen $\kappa=2$, whereas Weather remains more sensitive. Calibration interval has the strongest Dog effect at high attack ratio: for $P=10/20/40$, Dog MacroF1 is 0.3872/0.3298/0.3010 at $\"
supplement,34,replace,914-914,924-926,AFFECTED_EXPERIMENT_UPDATE,"For $\kappa\in\{1,2,4\}$, we hold $\mu:=\eta\kappa=0.2$ fixed, giving $\eta\in\{0.2,0.1,0.05\}$. Dog mildly favors $\kappa=2$ (at $\rho_m=0.7$, MacroF1 0.2974/0.3044/0.3016 for $\kappa=1/2/4$), whereas Weather favors $\kappa=4$ (MAE 0.0453 at $0.3$ and 0.1292 at $0.7$, versus 0.0540 and 0.1507 at th","\subsection{Geometry-Final Calibration Quality Detail} | \label{app:sec:calibration-quality-final} | Nominal 5\%, 10\%, and 20\% corruption replaces bounded fractions of the preselected calibration references; nominal 25\% and 50\% missingness suppresses those authenticated transitions while keeping aff"
supplement,35,replace,916-916,928-928,AFFECTED_EXPERIMENT_UPDATE,The main manuscript displays the four-panel sensitivity curves; the numerical values above retain the exact per-setting interpretation.,"Under the final geometry-aware Dog scale, all 12 corruption contrasts across Dog/Weather and both attack ratios increase mean loss and remain Holm significant; the increase ranges from 0.00123 to 0.06476. All eight missing-calibration contrasts likewise degrade significantly, with increases from 0.0"
supplement,36,insert,918-917,930-932,AFFECTED_EXPERIMENT_UPDATE,,"\subsection{Geometry-Final Task-Order Detail} | \label{app:sec:task-order-final} | We retain the five deterministic task-ID permutations (public seeds 7101--7105) at $\rho_m\in\{0.3,0.7\}$. Calibration membership, attacked reports, scoring sets, and malicious identities remain identical; only task arriv"
supplement,37,replace,919-919,934-936,AFFECTED_EXPERIMENT_UPDATE,\subsection{High-Dimensional Categorical Scale Analysis},"Across the resulting 40 order cells, 39 favor LIR-PPTD over CRH, 31 are Holm significant, and the single CRH-favored Duck $\rho_m=0.3$ cell is nonsignificant. Dog favors LIR-PPTD under all five orders at both ratios, and all ten Dog cells are significant. Dog mean loss differences $L_{\rm LIR}-L_{\r"
supplement,38,replace,921-921,938-938,GEO_TAU_REQUIRED,"This analysis characterizes whether the cross-dataset evaluation rule $\tau=\lambda_\tau D$ introduces ambient-dimension dependence for one-hot categorical reports. For any two distinct categorical vertices,",The final method uses
supplement,39,replace,923-923,940-940,GEO_TAU_REQUIRED,"\|\mathbf e_i-\mathbf e_j\|_2^2=2,",\tau_r=\lambda_\tau\operatorname{diam}_2^2(\mathcal X_r).
supplement,40,replace,925-925,942-948,GEO_TAU_REQUIRED,"independent of $D$. At the primary $\lambda_\tau=0.2$, a fully wrong one-hot report therefore receives","\begin{lemma}[One-hot squared diameter] | For the categorical report domain $\mathcal X_r=\{\mathbf e_1,\ldots,\mathbf e_D\}$ with $D\ge2$, $\operatorname{diam}_2^2(\mathcal X_r)=2$, independently of the number of classes. | \end{lemma} | \begin{proof} | For $i\ne j$, the vector $\mathbf e_i-\mathbf e_j$ ha"
supplement,41,replace,927-929,950-952,GEO_TAU_REQUIRED,q_{\rm wrong}^{\rm dim} | =\frac{0.2D}{0.2D+2} | =\frac{D}{D+10}.,"q_{\rm wrong}=\frac{0.4}{0.4+2}=\frac16, | \qquad | c_{\rm wrong}^*=\frac{q_{\rm wrong}}{2-q_{\rm wrong}}=\frac1{11}"
supplement,42,replace,931-937,954-954,GEO_TAU_REQUIRED,"The corresponding calibration-reputation fixed point for an always-wrong worker under $\kappa=2$ is | \[ | c_{\rm wrong}^*(D) | =\frac{q_{\rm wrong}^{\rm dim}}{2-q_{\rm wrong}^{\rm dim}} | =\frac{D}{D+20}. | \] | Hence $q_{\rm wrong}^{\rm dim}$ rises from $1/6$ at $D=2$ to $16/21\approx0.762$ at $D=32$, while $","under $\kappa=2$. For a normalized numerical box $\mathcal X_r=[0,1]^D$, the squared diameter is $D$, so the same rule reduces exactly to $\tau_r=0.2D$ and preserves the numerical configuration."
supplement,43,replace,939-946,956-956,ARTIFACT_PROVENANCE,"We compare this rule with | \[ | \tau_{\rm diam} | =\lambda_\tau\operatorname{diam}_2^2(\mathcal X). | \] | For a one-hot categorical vertex domain, $\operatorname{diam}_2^2(\mathcal X)=2$, so $\tau_{\rm diam}=0.4$ and $q_{\rm wrong}=1/6$ for every $D$. For the normalized numerical box $\mathcal X=[0,1]^D$, t","We validate this normalization with 1,200 paired categorical runs over $D\in\{2,4,8,16,32\}$, $\rho_m\in\{0.3,0.5,0.7\}$, 20 public seeds, 200 tasks, 40 workers, and two support regimes. The paired comparator uses ambient-dimension scaling $\tau=0.2D$ on the identical task/report streams and hidden "
supplement,44,replace,948-949,958-959,ARTIFACT_PROVENANCE,{\ttfamily\scriptsize ab119aa77e836731dc84b6652121a187\\[-1pt] | c80c338a0a6a2f354b9af44b2a9be1e0},{\ttfamily\scriptsize 174763ba73788b4aeb7fca7a71ab8eca\\[-1pt] | 8bb265e5367b43dfc33a4c57771d3db3}
supplement,45,replace,952-952,962-962,AFFECTED_EXPERIMENT_UPDATE,"For diameter scaling, the $D=2$ formulations coincide exactly. Across larger $D$, continuous simplex quantities can remain permutation equivariant while released Accuracy changes because deterministic $\arg\max$ selects the lowest integer class index on an exact tie; with the adjacent-class encoding","Under binary support, the final diameter rule keeps the honest and malicious calibration scores and the honest-minus-malicious reputation gap invariant across $D$; the mean final gap is 0.4827 from $D=2$ through $D=32$. Ambient-dimension scaling reduces the same gap to 0.1740 at $D=32$ because the s"
supplement,46,replace,954-977,964-965,FIXED_POINT_MPC_SYNC,"We therefore separate intrinsic geometry from tie-sensitive discrete release. Under binary support plus diameter scaling, Brier loss, true-class probability mass, honest-minus-malicious reputation gap, and the honest/malicious calibration scores are invariant across $D$ to the $10^{-12}$ tolerance. ",Discrete released Accuracy can still vary under exact ties because the deterministic $\arg\max$ rule selects the lowest-index class. This release-level tie effect is distinct from the soft-score geometry: the calibration scores and persistent reputation separation remain dimension invariant under th
supplement,47,insert,979-978,967-967,FIXED_POINT_MPC_SYNC,,The real MP-SPDZ benchmark program no longer embeds a dimension-specific consistency constant: the application resolves $\tau_r=\lambda_\tau\operatorname{diam}_2^2(\mathcal X_r)$ from the frozen domain configuration and injects the same encoded public value into both ordinary and calibration branche
supplement,48,replace,1041-1041,1030-1030,AFFECTED_EXPERIMENT_UPDATE,"The main manuscript reports the equal-capability macro results, the five-of-six COWA point-estimate comparison, and the capability-52 exception together with the longitudinal figure. Table~\ref{app:tab:p1c-capability} preserves every capability-level Accuracy/MacroF1 value and scored-task count.",The main manuscript reports the equal-capability macro results and the dependence-aware history comparison together with the longitudinal figure. Table~\ref{app:tab:p1c-capability} preserves every capability-level Accuracy/MacroF1 value and scored-task count.
supplement,49,replace,1056-1061,1045-1050,AFFECTED_EXPERIMENT_UPDATE,"50  & 128,473 & \textbf{0.9276} & \textbf{0.9275} & 0.9191 & 0.9190 & 0.8985 & 0.8983 \\ | 52  & 17,488  & 0.8907 & 0.8843 & \textbf{0.8950} & \textbf{0.8896} & 0.8724 & 0.8615 \\ | 53  & 86,111  & \textbf{0.8719} & \textbf{0.8664} & 0.8714 & 0.8658 & 0.8700 & 0.8652 \\ | 56  & 690,242 & \textbf{0.9596} &","50  & 128,473 & \textbf{0.9284} & \textbf{0.9283} & 0.9206 & 0.9205 & 0.8985 & 0.8983 \\ | 52  & 17,488  & 0.8888 & 0.8821 & \textbf{0.8956} & \textbf{0.8902} & 0.8724 & 0.8615 \\ | 53  & 86,111  & \textbf{0.8714} & \textbf{0.8658} & 0.8711 & 0.8654 & 0.8700 & 0.8652 \\ | 56  & 690,242 & 0.9597 & 0.9597 &"
supplement,50,replace,1063-1063,1052-1052,AFFECTED_EXPERIMENT_UPDATE,\textbf{Macro} & -- & \textbf{0.9119} & \textbf{0.8932} & 0.9097 & 0.8907 & 0.8946 & 0.8718 \\,\textbf{Macro} & -- & \textbf{0.9115} & \textbf{0.8930} & 0.9100 & 0.8906 & 0.8946 & 0.8718 \\
supplement,51,replace,1084-1089,1073-1078,AFFECTED_EXPERIMENT_UPDATE,"50  & 98  & +0.00847 \textbf{[+0.00488,+0.01163]} & +0.00847 \textbf{[+0.00489,+0.01164]} & +0.02903 \textbf{[+0.01770,+0.03859]} & +0.02912 \textbf{[+0.01774,+0.03867]} \\ | 52  & 100 & -0.00429 [-0.01170,+0.00271] & -0.00529 [-0.01293,+0.00206] & +0.01830 \textbf{[+0.00882,+0.02807]} & +0.02277 \tex","50  & 98  & +0.00778 \textbf{[+0.00457,+0.01066]} & +0.00779 \textbf{[+0.00457,+0.01068]} & +0.02984 \textbf{[+0.01814,+0.03961]} & +0.02993 \textbf{[+0.01822,+0.03968]} \\ | 52  & 100 & -0.00680 [-0.01511,+0.00088] & -0.00815 \textbf{[-0.01671,-0.00006]} & +0.01635 \textbf{[+0.00645,+0.02644]} & +0.0"
supplement,52,replace,1095-1095,1084-1084,AFFECTED_EXPERIMENT_UPDATE,"Against No-HR, all six point estimates are positive on both metrics, and five of six capabilities (50, 52, 56, 69, and 126) have positive 95\% intervals on both; capability 53 remains directionally positive but uncertain. This provides dependence-aware real-trace evidence for authenticated historica","Against No-HR, all six point estimates are positive on both metrics. The 95\% cluster-bootstrap interval is positive for Accuracy in four capabilities (50, 52, 56, and 126) and for MacroF1 in five (50, 52, 56, 69, and 126); capability 53 remains directionally positive but uncertain on both metrics. "
supplement,53,replace,1097-1097,1086-1086,AFFECTED_EXPERIMENT_UPDATE,"Because capability 126 contains only 15 native taskset blocks, we additionally omit each block once without refitting or retuning. All 15 leave-one-block-out variants preserve positive LIR--COWA differences (Accuracy range +0.00344 to +0.00753; MacroF1 +0.00398 to +0.00943) and positive LIR--No-HR d","Because capability 126 contains only 15 native taskset blocks, we additionally omit each block once without refitting or retuning. All 15 leave-one-block-out variants preserve positive LIR--COWA differences (Accuracy range +0.00217 to +0.00647; MacroF1 +0.00243 to +0.00788) and positive LIR--No-HR d"
supplement,54,replace,1147-1147,1136-1136,AFFECTED_EXPERIMENT_UPDATE,"A natural re-entry event is recorded when the same worker ID reappears in a capability after at least 30 days without participation. Such events are observable only in the two sufficiently long capability streams: capability 50 contains 136 re-entry tasks and 138 worker re-entry events, while capabi","A natural re-entry event is recorded when the same worker ID reappears in a capability after at least 30 days without participation. Such events are observable only in the two sufficiently long capability streams: capability 50 contains 136 re-entry tasks and 138 worker re-entry events, while capabi"
