hypothesis_id,family,attack,rho,endpoint,primary,n,mean_lir_loss,mean_mean_vote_loss,mean_delta_lir_minus_mean,median_delta_lir_minus_mean,seed_wins_lir,seed_ties,seed_losses_lir,bootstrap95_low,bootstrap95_high,bootstrap_resamples,bootstrap_seed,p_one_sided_lir_less,p_one_sided_mean_less,p_two_sided,paired_rank_biserial,p_holm_lir_less,holm_reject_lir_less,direction,evidence_class
family=synthetic_cat_binary|attack=on_off|endpoint=1-Accuracy|comparator=mean_vote|rho=1/2,synthetic_cat_binary,on_off,1/2,1-Accuracy,True,20,0.1705263157894737,0.25473684210526315,-0.08421052631578947,-0.1105263157894737,16,0,4,-0.12473684210526319,-0.040526315789473695,10000,6956785515485717817,0.0009365081787109375,0.9990768432617188,0.001873016357421875,-0.7380952380952381,0.0046825408935546875,True,lir_pptd_better,supporting
family=synthetic_cat_binary|attack=on_off|endpoint=1-Accuracy|comparator=mean_vote|rho=7/10,synthetic_cat_binary,on_off,7/10,1-Accuracy,True,20,0.46842105263157896,0.4989473684210527,-0.030526315789473697,-0.01578947368421052,10,10,0,-0.04578947368421055,-0.01631578947368421,10000,13680718276242380163,0.0009765625,1.0,0.001953125,-1.0,0.0046825408935546875,True,lir_pptd_better,supporting
family=synthetic_cat_binary|attack=on_off|endpoint=1-Accuracy|comparator=mean_vote|rho=9/10,synthetic_cat_binary,on_off,9/10,1-Accuracy,True,20,0.5,0.5,0.0,0.0,0,20,0,0.0,0.0,10000,9947411967542740285,1.0,1.0,1.0,0.0,1.0,False,tie,exact_tie
family=synthetic_cat_tie|attack=persistent|endpoint=1-MacroF1|comparator=mean_vote|rho=0,synthetic_cat_tie,persistent,0,1-MacroF1,False,20,0.5108406035370374,0.6551724137931034,-0.14433181025606603,-0.1458203955873303,20,0,0,-0.157987260013501,-0.1300757239263982,10000,11676591998338707301,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,,,lir_pptd_better,control
family=synthetic_cat_tie|attack=persistent|endpoint=1-MacroF1|comparator=mean_vote|rho=1/10,synthetic_cat_tie,persistent,1/10,1-MacroF1,True,20,0.5179706997811269,0.5405510958610009,-0.022580396079874023,-0.02808389814445889,13,0,7,-0.048589126524296464,0.0026709131361571164,10000,7718820335239289222,0.05604076385498047,0.9439601898193359,0.11208152770996094,-0.3619047619047619,0.1681222915649414,False,lir_pptd_better,unresolved_lir_mean_better
family=synthetic_cat_tie|attack=persistent|endpoint=1-MacroF1|comparator=mean_vote|rho=3/10,synthetic_cat_tie,persistent,3/10,1-MacroF1,True,20,0.5161248599684816,0.5175383248621697,-0.001413464893688156,0.00565517762475393,9,0,11,-0.020569182839853845,0.017641413068286683,10000,9979940982161709347,0.4447364807128906,0.5552644729614258,0.8894729614257812,0.009523809523809525,0.4447364807128906,False,lir_pptd_better,unresolved_lir_mean_better
family=synthetic_cat_tie|attack=persistent|endpoint=1-MacroF1|comparator=mean_vote|rho=1/2,synthetic_cat_tie,persistent,1/2,1-MacroF1,True,20,0.5205083908125683,0.5271879774976794,-0.0066795866851111505,-0.01086838827275044,13,0,7,-0.017885500487143043,0.005081723718229382,10000,5349899987806546361,0.1375408172607422,0.8624601364135742,0.2750816345214844,-0.3047619047619048,0.2750816345214844,False,lir_pptd_better,unresolved_lir_mean_better
family=synthetic_cat_tie|attack=persistent|endpoint=1-MacroF1|comparator=mean_vote|rho=7/10,synthetic_cat_tie,persistent,7/10,1-MacroF1,True,20,0.5079743709507634,0.5258190400742053,-0.017844669123442024,-0.008937776702500564,13,0,7,-0.03541904153238158,-0.0010134968852740162,10000,14316510361942337465,0.030971527099609375,0.969029426574707,0.06194305419921875,-0.4380952380952381,0.1238861083984375,False,lir_pptd_better,unresolved_lir_mean_better
family=synthetic_cat_tie|attack=persistent|endpoint=1-MacroF1|comparator=mean_vote|rho=9/10,synthetic_cat_tie,persistent,9/10,1-MacroF1,True,20,0.4936368086725714,0.5406951133699782,-0.04705830469740679,-0.044249822324601736,19,0,1,-0.06040233292179109,-0.03358388679167064,10000,1441765371192458031,5.7220458984375e-06,0.999995231628418,1.1444091796875e-05,-0.9619047619047619,2.86102294921875e-05,True,lir_pptd_better,supporting
family=synthetic_cat_tie|attack=random|endpoint=1-MacroF1|comparator=mean_vote|rho=0,synthetic_cat_tie,random,0,1-MacroF1,False,20,0.5108406035370374,0.6551724137931034,-0.14433181025606603,-0.1458203955873303,20,0,0,-0.1580143828781859,-0.1293424746614294,10000,6453076695056907243,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,,,lir_pptd_better,control
family=synthetic_cat_tie|attack=random|endpoint=1-MacroF1|comparator=mean_vote|rho=1/10,synthetic_cat_tie,random,1/10,1-MacroF1,True,20,0.4984293120299061,0.5113316077331642,-0.012902295703258149,-0.01035294664923792,13,0,7,-0.02516324246055294,-0.00029607311366802795,10000,17454239736402357093,0.031706809997558594,0.9682941436767578,0.06341361999511719,-0.44761904761904764,0.15853404998779297,False,lir_pptd_better,unresolved_lir_mean_better
family=synthetic_cat_tie|attack=random|endpoint=1-MacroF1|comparator=mean_vote|rho=3/10,synthetic_cat_tie,random,3/10,1-MacroF1,True,20,0.5161142581937749,0.5093106287622319,0.006803629431542924,0.00312154613906357,10,0,10,-0.01136852518338328,0.024816113588798722,10000,17200895730588823140,0.7603559494018555,0.23964500427246094,0.4792900085449219,0.17142857142857143,1.0,False,mean_vote_better,comparator_lower_loss
family=synthetic_cat_tie|attack=random|endpoint=1-MacroF1|comparator=mean_vote|rho=1/2,synthetic_cat_tie,random,1/2,1-MacroF1,True,20,0.5142630708973921,0.504269860170926,0.009993210726466117,0.00868319509133386,9,0,11,-0.003395832289212362,0.024383365306868035,10000,5754370956277706924,0.9024162292480469,0.09758472442626953,0.19516944885253906,0.2761904761904762,1.0,False,mean_vote_better,comparator_lower_loss
family=synthetic_cat_tie|attack=random|endpoint=1-MacroF1|comparator=mean_vote|rho=7/10,synthetic_cat_tie,random,7/10,1-MacroF1,True,20,0.5094221608491276,0.5145643620686812,-0.005142201219553539,-0.00552733951105089,12,0,8,-0.01774129528957677,0.007452104914467381,10000,7991626964260252160,0.2224588394165039,0.7775421142578125,0.4449176788330078,-0.2,0.8898353576660156,False,lir_pptd_better,unresolved_lir_mean_better
family=synthetic_cat_tie|attack=random|endpoint=1-MacroF1|comparator=mean_vote|rho=9/10,synthetic_cat_tie,random,9/10,1-MacroF1,True,20,0.5091963608407738,0.5100675452694018,-0.0008711844286279075,-0.00975087429522392,12,0,8,-0.012192414840325717,0.01112625314606583,10000,4520020813019035168,0.4429502487182617,0.5570507049560547,0.8859004974365234,0.009523809523809525,1.0,False,lir_pptd_better,unresolved_lir_mean_better
family=synthetic_cat_tie|attack=on_off|endpoint=1-MacroF1|comparator=mean_vote|rho=0,synthetic_cat_tie,on_off,0,1-MacroF1,False,20,0.5108406035370374,0.6551724137931034,-0.14433181025606603,-0.1458203955873303,20,0,0,-0.15798276266976724,-0.12936764100492967,10000,5102501404497591740,9.5367431640625e-07,1.0,1.9073486328125e-06,-1.0,,,lir_pptd_better,control
family=synthetic_cat_tie|attack=on_off|endpoint=1-MacroF1|comparator=mean_vote|rho=1/10,synthetic_cat_tie,on_off,1/10,1-MacroF1,True,20,0.5124535754822611,0.5887127446777067,-0.07625916919544565,-0.07122197651467899,18,0,2,-0.10369285196920004,-0.04912701707557486,10000,12693148273852453295,2.765655517578125e-05,0.9999732971191406,5.53131103515625e-05,-0.9238095238095239,8.296966552734375e-05,True,lir_pptd_better,supporting
family=synthetic_cat_tie|attack=on_off|endpoint=1-MacroF1|comparator=mean_vote|rho=3/10,synthetic_cat_tie,on_off,3/10,1-MacroF1,True,20,0.5061752406176899,0.557106879311441,-0.050931638693751044,-0.04800904998887712,18,0,2,-0.06663700620211313,-0.035677776853251866,10000,15695086473862837421,4.76837158203125e-06,0.9999961853027344,9.5367431640625e-06,-0.9714285714285714,2.384185791015625e-05,True,lir_pptd_better,supporting
family=synthetic_cat_tie|attack=on_off|endpoint=1-MacroF1|comparator=mean_vote|rho=1/2,synthetic_cat_tie,on_off,1/2,1-MacroF1,True,20,0.5206477371987763,0.5637018667390695,-0.043054129540293196,-0.048829438724565744,17,0,3,-0.0627209647277396,-0.023672374929790737,10000,6493403794679674748,0.0002918243408203125,0.9997091293334961,0.000583648681640625,-0.8095238095238095,0.000583648681640625,True,lir_pptd_better,supporting
family=synthetic_cat_tie|attack=on_off|endpoint=1-MacroF1|comparator=mean_vote|rho=7/10,synthetic_cat_tie,on_off,7/10,1-MacroF1,True,20,0.5162118349985462,0.5645720415335824,-0.04836020653503635,-0.04482000917856982,18,0,2,-0.0683361167949765,-0.026368006216706423,10000,1460556957469239489,0.00029754638671875,0.9997034072875977,0.0005950927734375,-0.8380952380952381,0.000583648681640625,True,lir_pptd_better,supporting
family=synthetic_cat_tie|attack=on_off|endpoint=1-MacroF1|comparator=mean_vote|rho=9/10,synthetic_cat_tie,on_off,9/10,1-MacroF1,True,20,0.5216075654664355,0.5769009094143015,-0.055293343947865996,-0.03910985659181649,18,0,2,-0.07974495001234028,-0.03283932564631363,10000,894852921859314663,2.002716064453125e-05,0.9999809265136719,4.00543212890625e-05,-0.9238095238095239,8.0108642578125e-05,True,lir_pptd_better,supporting
